regione_residenza_domicilio,amministrazione_appartenenza,sesso,eta_max,eta_min,modalita_autenticazione,numero_occorrenze
TOSCANA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,CNS,3
TOSCANA,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,SPID,42
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F, ,65,SPID,5
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F,34,25,SPID,16
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F,44,35,CIE,3
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F,44,35,SPID,27
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F,54,45,SPID,27
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F,64,55,CIE,4
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,F,64,55,SPID,33
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M, ,65,SPID,15
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,34,25,SPID,4
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,44,35,CIE,2
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,44,35,CNS,2
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,44,35,SPID,29
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,54,45,CIE,4
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,54,45,SPID,33
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,64,55,CIE,4
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,64,55,CNS,2
TOSCANA,MINISTERO UNIVERSITA' E RICERCA,M,64,55,SPID,60
TOSCANA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,F,44,35,SPID,3
TOSCANA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,44,35,SPID,2
TOSCANA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,54,45,SPID,4
TOSCANA,PRESIDENZA DEL CONSIGLIO DEI MINISTRI,M,64,55,SPID,2
TRENTINO ALTO ADIGE,AGENZIA DEL DEMANIO,F,44,35,SPID,4
TRENTINO ALTO ADIGE,AGENZIA DEL DEMANIO,M,54,45,SPID,4
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,F, ,65,SPID,5
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,F,34,25,SPID,8
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,F,44,35,SPID,7
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,F,54,45,CNS,2
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,F,54,45,SPID,11
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,F,64,55,SPID,26
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,M, ,65,SPID,7
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,M,34,25,SPID,9
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,M,44,35,SPID,8
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,M,54,45,SPID,28
TRENTINO ALTO ADIGE,AGENZIA DELLE DOGANE,M,64,55,SPID,30
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F, ,65,SPID,4
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,24,18,SPID,2
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,34,25,SPID,22
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,44,35,SPID,26
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,54,45,CNS,6
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,54,45,SPID,61
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,64,55,CIE,2
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,64,55,CNS,6
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,F,64,55,SPID,49
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M, ,65,SPID,4
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,24,18,SPID,3
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,34,25,CIE,2
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,34,25,SPID,11
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,44,35,CIE,3
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,44,35,CNS,2
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,44,35,SPID,14
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,54,45,CIE,5
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,54,45,CNS,3
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,54,45,SPID,51
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,64,55,CIE,4
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,64,55,CNS,4
TRENTINO ALTO ADIGE,AGENZIA DELLE ENTRATE,M,64,55,SPID,50
TRENTINO ALTO ADIGE,ARCHIVI NOTARILI,F,54,45,SPID,2
TRENTINO ALTO ADIGE,AVVOCATURA GENERALE DELLO STATO,F,64,55,CNS,2
TRENTINO ALTO ADIGE,AVVOCATURA GENERALE DELLO STATO,M,44,35,SPID,2
TRENTINO ALTO ADIGE,CONSIGLIO DI STATO E T.A.R.,M,64,55,SPID,3
TRENTINO ALTO ADIGE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,44,35,SPID,2
TRENTINO ALTO ADIGE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,64,55,SPID,2
TRENTINO ALTO ADIGE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,54,45,SPID,2
TRENTINO ALTO ADIGE,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,64,55,SPID,4
TRENTINO ALTO ADIGE,CORTE DEI CONTI,F,44,35,SPID,2
TRENTINO ALTO ADIGE,CORTE DEI CONTI,F,54,45,SPID,7
TRENTINO ALTO ADIGE,CORTE DEI CONTI,F,64,55,SPID,14
TRENTINO ALTO ADIGE,CORTE DEI CONTI,M, ,65,SPID,4
TRENTINO ALTO ADIGE,CORTE DEI CONTI,M,44,35,SPID,6
TRENTINO ALTO ADIGE,CORTE DEI CONTI,M,54,45,SPID,6
TRENTINO ALTO ADIGE,CORTE DEI CONTI,M,64,55,SPID,5
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,F,24,18,CIE,2
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,F,24,18,SPID,54
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,F,34,25,SPID,75
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,F,44,35,SPID,21
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,F,54,45,SPID,2
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,24,18,SPID,191
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,34,25,CIE,5
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,34,25,SPID,266
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,44,35,CIE,8
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,44,35,SPID,119
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,54,45,CIE,15
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,54,45,SPID,285
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,64,55,CIE,7
TRENTINO ALTO ADIGE,GUARDIA DI FINANZA,M,64,55,SPID,155
TRENTINO ALTO ADIGE,MINISTERO DEGLI AFFARI ESTERI E DELLA COOPERAZIONE INTERNAZIONALE,M,54,45,SPID,3
TRENTINO ALTO ADIGE,MINISTERO DELL'AGRICOLTURA  DELLA SOVRANITA' ALIMENTARE E DELLE FORESTE,M,64,55,SPID,3
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,F, ,65,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,F,54,45,CIE,2
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,F,54,45,SPID,6
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,CIE,4
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,CNS,5
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,F,64,55,SPID,13
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,M, ,65,SPID,6
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,M,54,45,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,M,54,45,SPID,8
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,CNS,7
TRENTINO ALTO ADIGE,MINISTERO DELL'ECONOMIA E FINANZE,M,64,55,SPID,15
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F, ,65,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,24,18,SPID,8
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,34,25,SPID,27
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,44,35,SPID,4
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,44,35,SPID,12
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,54,45,CIE,4
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,54,45,SPID,27
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,54,45,SPID,16
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,64,55,CIE,2
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,64,55,CNS,11
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,64,55,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,F,64,55,SPID,82
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,24,18,SPID,19
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,34,25,CIE,2
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,34,25,SPID,102
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,34,25,SPID,6
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,44,35,CIE,6
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,44,35,SPID,102
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,44,35,SPID,16
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,54,45,CIE,17
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,54,45,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,54,45,SPID,279
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,54,45,SPID,11
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,64,55,CIE,4
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,64,55,CIE,15
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,64,55,CNS,4
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,64,55,CNS,3
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,64,55,SPID,33
TRENTINO ALTO ADIGE,MINISTERO DELL'INTERNO,M,64,55,SPID,165
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,FEDERATION,2
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F, ,65,SPID,5
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,24,18,SPID,4
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,34,25,SPID,49
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,44,35,SPID,71
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,CIE,4
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,FEDERATION,2
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,54,45,SPID,54
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,CIE,3
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,FEDERATION,3
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,F,64,55,SPID,53
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M, ,65,SPID,3
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,34,25,SPID,26
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,44,35,SPID,32
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,54,45,SPID,26
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,CIE,3
TRENTINO ALTO ADIGE,MINISTERO DELL'ISTRUZIONE E DEL MERITO,M,64,55,SPID,35
TRENTINO ALTO ADIGE,MINISTERO DELLA CULTURA,F,34,25,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELLA CULTURA,F,54,45,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELLA CULTURA,F,64,55,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELLA CULTURA,M,44,35,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELLA CULTURA,M,54,45,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELLA CULTURA,M,64,55,SPID,3
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,24,18,SPID,10
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,34,25,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,34,25,SPID,44
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,44,35,CIE,2
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,44,35,CNS,5
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,44,35,SPID,2
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,44,35,SPID,83
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,54,45,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,54,45,SPID,3
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,54,45,SPID,4
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,F,64,55,SPID,10
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,24,18,CIE,3
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,24,18,SPID,43
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,34,25,CIE,8
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,34,25,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,34,25,SPID,232
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,44,35,CIE,45
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,44,35,CNS,78
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,44,35,SPID,12
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,44,35,SPID,854
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,54,45,CIE,2
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,54,45,CIE,15
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,54,45,CNS,65
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,54,45,SPID,395
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,54,45,SPID,13
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,64,55,CIE,5
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,64,55,CIE,3
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,64,55,CNS,18
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,64,55,SPID,92
TRENTINO ALTO ADIGE,MINISTERO DELLA DIFESA,M,64,55,SPID,15
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F, ,65,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,34,25,CIE,2
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,34,25,SPID,48
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,44,35,SPID,23
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,54,45,CNS,5
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,54,45,SPID,26
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,64,55,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,F,64,55,SPID,25
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M, ,65,CIE,3
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M, ,65,SPID,7
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,24,18,SPID,4
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,34,25,SPID,47
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,44,35,SPID,45
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,54,45,CIE,4
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,54,45,CNS,2
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,54,45,SPID,59
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,64,55,CIE,3
TRENTINO ALTO ADIGE,MINISTERO DELLA GIUSTIZIA,M,64,55,SPID,39
TRENTINO ALTO ADIGE,MINISTERO DELLE IMPRESE E DEL MADE IN ITALY,M,64,55,SPID,7
TRENTINO ALTO ADIGE,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,F,64,55,SPID,3
TRENTINO ALTO ADIGE,MINISTERO DELLE INFRASTRUTTURE E DEI TRASPORTI,M,64,55,SPID,6
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,34,25,SPID,3
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,44,35,SPID,4
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,54,45,SPID,5
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,F,64,55,SPID,11
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M, ,65,SPID,2
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,34,25,SPID,6
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,44,35,SPID,10
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,54,45,SPID,7
TRENTINO ALTO ADIGE,MINISTERO UNIVERSITA' E RICERCA,M,64,55,SPID,5
UMBRIA,AGENZIA DEL DEMANIO,F,54,45,SPID,3
UMBRIA,AGENZIA DEL DEMANIO,F,64,55,SPID,2
UMBRIA,AGENZIA DEL DEMANIO,M,44,35,SPID,2
UMBRIA,AGENZIA DELLE DOGANE,F,34,25,SPID,2
UMBRIA,AGENZIA DELLE DOGANE,F,44,35,SPID,4
UMBRIA,AGENZIA DELLE DOGANE,F,54,45,SPID,7
UMBRIA,AGENZIA DELLE DOGANE,F,64,55,SPID,18
UMBRIA,AGENZIA DELLE DOGANE,M, ,65,SPID,3
UMBRIA,AGENZIA DELLE DOGANE,M,24,18,SPID,2
UMBRIA,AGENZIA DELLE DOGANE,M,34,25,SPID,6
UMBRIA,AGENZIA DELLE DOGANE,M,44,35,SPID,9
UMBRIA,AGENZIA DELLE DOGANE,M,54,45,SPID,12
UMBRIA,AGENZIA DELLE DOGANE,M,64,55,SPID,18
UMBRIA,AGENZIA DELLE ENTRATE,F, ,65,SPID,20
UMBRIA,AGENZIA DELLE ENTRATE,F,34,25,SPID,25
UMBRIA,AGENZIA DELLE ENTRATE,F,44,35,SPID,56
UMBRIA,AGENZIA DELLE ENTRATE,F,54,45,CIE,4
UMBRIA,AGENZIA DELLE ENTRATE,F,54,45,CNS,6
UMBRIA,AGENZIA DELLE ENTRATE,F,54,45,SPID,95
UMBRIA,AGENZIA DELLE ENTRATE,F,64,55,CIE,3
UMBRIA,AGENZIA DELLE ENTRATE,F,64,55,CNS,7
UMBRIA,AGENZIA DELLE ENTRATE,F,64,55,SPID,65
UMBRIA,AGENZIA DELLE ENTRATE,M, ,65,SPID,15
UMBRIA,AGENZIA DELLE ENTRATE,M,34,25,SPID,28
UMBRIA,AGENZIA DELLE ENTRATE,M,44,35,SPID,33
UMBRIA,AGENZIA DELLE ENTRATE,M,54,45,CIE,8
UMBRIA,AGENZIA DELLE ENTRATE,M,54,45,CNS,2
UMBRIA,AGENZIA DELLE ENTRATE,M,54,45,SPID,69
UMBRIA,AGENZIA DELLE ENTRATE,M,64,55,CIE,6
UMBRIA,AGENZIA DELLE ENTRATE,M,64,55,CNS,3
UMBRIA,AGENZIA DELLE ENTRATE,M,64,55,SPID,52
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,34,25,SPID,4
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,44,35,CNS,2
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,44,35,SPID,9
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,54,45,CNS,2
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,54,45,SPID,6
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,64,55,CNS,3
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,F,64,55,SPID,5
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M, ,65,CIE,2
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M, ,65,SPID,3
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,24,18,SPID,4
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,34,25,CNS,4
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,34,25,SPID,25
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,44,35,SPID,20
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,54,45,CNS,3
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,54,45,SPID,10
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,64,55,CIE,2
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,64,55,CNS,6
UMBRIA,AGENZIA INDUSTRIE DIFESA AID,M,64,55,SPID,16
UMBRIA,ARCHIVI NOTARILI,F,64,55,SPID,3
UMBRIA,AVVOCATURA GENERALE DELLO STATO,F,54,45,CNS,5
UMBRIA,AVVOCATURA GENERALE DELLO STATO,F,54,45,SPID,3
UMBRIA,AVVOCATURA GENERALE DELLO STATO,F,64,55,CNS,5
UMBRIA,AVVOCATURA GENERALE DELLO STATO,M,34,25,SPID,3
UMBRIA,AVVOCATURA GENERALE DELLO STATO,M,44,35,CNS,2
UMBRIA,AVVOCATURA GENERALE DELLO STATO,M,44,35,SPID,2
UMBRIA,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,34,25,SPID,3
UMBRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,44,35,SPID,3
UMBRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,54,45,SPID,4
UMBRIA,AZIENDA REGIONALE EMERGENZA SANITARIA,M,64,55,SPID,2
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F, ,65,SPID,3
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,34,25,SPID,8
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,44,35,SPID,9
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,54,45,SPID,12
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,F,64,55,SPID,14
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,34,25,SPID,3
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,44,35,SPID,3
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,54,45,SPID,4
UMBRIA,AZIENDA SANITARIA LOCALE VITERBO,M,64,55,SPID,2
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 2,F,34,25,SPID,2
UMBRIA,AZIENDA SANITARIA LOCALE LATINA,M,34,25,SPID,2
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 5,F,34,25,SPID,2
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 5,F,44,35,SPID,3
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 5,M,64,55,SPID,2
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,34,25,SPID,10
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,44,35,SPID,6
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,54,45,SPID,5
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,F,64,55,SPID,6
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,34,25,SPID,4
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,44,35,SPID,3
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,54,45,SPID,5
UMBRIA,AZIENDA SANITARIA LOCALE RIETI,M,64,55,SPID,4
UMBRIA,AZIENDA SANITARIA LOCALE ROMA 4,M,54,45,SPID,2
UMBRIA,CONSIGLIO DI STATO E T.A.R.,F,34,25,SPID,2
UMBRIA,CONSIGLIO DI STATO E T.A.R.,F,64,55,SPID,2
UMBRIA,CONSIGLIO DI STATO E T.A.R.,M, ,65,SPID,2
UMBRIA,CONSIGLIO DI STATO E T.A.R.,M,64,55,SPID,2
UMBRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,54,45,SPID,2
UMBRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,F,64,55,SPID,4
UMBRIA,CONSIGLIO PER RIC. IN AGRICOLTURA E ANALISI ECONOMIA AGRARIA,M,64,55,SPID,4
UMBRIA,CORTE DEI CONTI,F, ,65,SPID,2
UMBRIA,CORTE DEI CONTI,F,44,35,SPID,7
UMBRIA,CORTE DEI CONTI,F,54,45,SPID,4
UMBRIA,CORTE DEI CONTI,F,64,55,SPID,9
UMBRIA,CORTE DEI CONTI,M,54,45,SPID,6
UMBRIA,CORTE DEI CONTI,M,64,55,SPID,7
UMBRIA,GUARDIA DI FINANZA,F,24,18,SPID,14
UMBRIA,GUARDIA DI FINANZA,F,34,25,SPID,29
UMBRIA,GUARDIA DI FINANZA,F,44,35,SPID,10
UMBRIA,GUARDIA DI FINANZA,M,24,18,CIE,2
UMBRIA,GUARDIA DI FINANZA,M,24,18,SPID,102
UMBRIA,GUARDIA DI FINANZA,M,34,25,SPID,77
