regione_residenza_domicilio,amministrazione_appartenenza,sesso,eta_max,eta_min,modalita_autenticazione,numero_occorrenze
LAZIO,AVVOCATURA GENERALE DELLO STATO,F,64,55,SPID,35
LAZIO,AVVOCATURA GENERALE DELLO STATO,M, ,65,CNS,6
LAZIO,AVVOCATURA GENERALE DELLO STATO,M, ,65,SPID,14
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,34,25,CNS,4
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,34,25,SPID,7
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,44,35,CNS,8
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,44,35,SPID,24
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,54,45,CNS,15
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,54,45,SPID,34
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,64,55,CNS,23
LAZIO,AVVOCATURA GENERALE DELLO STATO,M,64,55,SPID,37
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F, ,65,CIE,3
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F, ,65,SPID,54
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,24,18,SPID,3
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,34,25,CNS,2
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,34,25,SPID,248
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,44,35,CIE,6
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,44,35,SPID,300
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,54,45,CIE,20
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,54,45,CNS,6
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,54,45,SPID,458
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,64,55,CIE,24
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,64,55,CNS,20
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,F,64,55,SPID,616
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M, ,65,CIE,5
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M, ,65,SPID,78
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,34,25,CIE,3
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,34,25,CNS,2
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,34,25,SPID,91
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,44,35,CIE,5
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,44,35,SPID,139
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,54,45,CIE,2
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,54,45,CNS,4
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,54,45,SPID,182
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,64,55,CIE,14
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,64,55,CNS,6
LAZIO,AZIENDA OSPEDALIERA SAN CAMILLO FORLANINI,M,64,55,SPID,317
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F, ,65,CIE,2
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F, ,65,SPID,34
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,34,25,CIE,3
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,34,25,SPID,197
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,44,35,SPID,221
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,54,45,CIE,8
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,54,45,CNS,2
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,54,45,SPID,191
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,64,55,CIE,9
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,64,55,CNS,8
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,F,64,55,SPID,214
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M, ,65,CIE,5
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M, ,65,SPID,64
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,34,25,CIE,4
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,34,25,SPID,122
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,44,35,CIE,6
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,44,35,SPID,257
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,54,45,CIE,10
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,54,45,CNS,2
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,54,45,SPID,364
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,64,55,CIE,29
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,64,55,CNS,3
LAZIO,AZIENDA REGIONALE EMERGENZA SANITARIA,M,64,55,SPID,518
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F, ,65,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F, ,65,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F, ,65,SPID,60
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,24,18,SPID,9
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,34,25,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,34,25,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,34,25,SPID,277
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,44,35,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,44,35,CNS,7
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,44,35,SPID,490
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,54,45,CIE,9
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,54,45,CNS,10
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,54,45,SPID,598
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,64,55,CIE,20
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,64,55,CNS,20
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,F,64,55,SPID,562
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M, ,65,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M, ,65,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M, ,65,SPID,78
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,24,18,SPID,5
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,34,25,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,34,25,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,34,25,SPID,135
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,44,35,CIE,9
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,44,35,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,44,35,SPID,217
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,54,45,CIE,16
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,54,45,CNS,9
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,54,45,SPID,236
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,64,55,CIE,15
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,64,55,CNS,23
LAZIO,AZIENDA SANITARIA LOCALE VITERBO,M,64,55,SPID,276
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F, ,65,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F, ,65,SPID,76
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F, ,65,SPID,83
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,34,25,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,34,25,SPID,216
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,34,25,SPID,202
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,44,35,CIE,12
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,44,35,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,44,35,SPID,337
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,44,35,SPID,437
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,54,45,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,54,45,CIE,9
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,54,45,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,54,45,CNS,8
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,54,45,SPID,495
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,54,45,SPID,534
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,64,55,CIE,13
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,64,55,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,64,55,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,64,55,SPID,534
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,F,64,55,SPID,488
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M, ,65,CIE,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M, ,65,CIE,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M, ,65,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M, ,65,SPID,77
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M, ,65,SPID,69
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,34,25,SPID,70
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,34,25,SPID,113
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,44,35,CIE,10
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,44,35,CNS,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,44,35,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,44,35,SPID,180
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,44,35,SPID,119
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,54,45,CIE,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,54,45,CIE,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,54,45,SPID,171
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,54,45,SPID,164
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,64,55,CIE,7
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,64,55,CIE,15
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,64,55,CNS,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,64,55,SPID,265
LAZIO,AZIENDA SANITARIA LOCALE ROMA 2,M,64,55,SPID,188
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F, ,65,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F, ,65,CNS,7
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F, ,65,SPID,105
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,34,25,CIE,8
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,34,25,SPID,349
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,44,35,CIE,16
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,44,35,CNS,10
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,44,35,SPID,626
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,54,45,CIE,10
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,54,45,CNS,34
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,54,45,SPID,572
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,64,55,CIE,24
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,64,55,CNS,48
LAZIO,AZIENDA SANITARIA LOCALE LATINA,F,64,55,SPID,709
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M, ,65,CIE,12
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M, ,65,CNS,8
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M, ,65,SPID,118
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,34,25,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,34,25,SPID,158
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,44,35,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,44,35,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,44,35,SPID,287
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,54,45,CIE,13
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,54,45,CNS,18
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,54,45,SPID,237
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,64,55,CIE,17
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,64,55,CNS,38
LAZIO,AZIENDA SANITARIA LOCALE LATINA,M,64,55,SPID,357
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F, ,65,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F, ,65,SPID,50
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,34,25,CIE,7
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,34,25,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,34,25,SPID,226
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,44,35,CIE,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,44,35,CNS,7
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,44,35,SPID,407
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,54,45,CIE,19
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,54,45,CNS,15
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,54,45,SPID,481
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,64,55,CIE,20
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,64,55,CNS,18
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,F,64,55,SPID,460
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M, ,65,CIE,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M, ,65,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M, ,65,SPID,67
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,34,25,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,34,25,SPID,111
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,44,35,CIE,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,44,35,CNS,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,44,35,SPID,177
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,54,45,CIE,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,54,45,CNS,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,54,45,SPID,153
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,64,55,CIE,13
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,64,55,CNS,7
LAZIO,AZIENDA SANITARIA LOCALE ROMA 5,M,64,55,SPID,257
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F, ,65,CIE,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F, ,65,CNS,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F, ,65,SPID,85
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,24,18,SPID,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,34,25,CIE,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,34,25,SPID,234
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,44,35,CIE,9
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,44,35,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,44,35,SPID,345
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,54,45,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,54,45,CNS,12
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,54,45,SPID,527
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,64,55,CIE,26
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,64,55,CNS,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,F,64,55,SPID,555
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M, ,65,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M, ,65,SPID,77
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,34,25,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,34,25,SPID,74
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,44,35,SPID,158
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,54,45,CIE,8
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,54,45,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,54,45,SPID,155
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,64,55,CIE,9
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,64,55,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 3,M,64,55,SPID,205
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),F, ,65,SPID,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),F,44,35,SPID,15
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),F,54,45,SPID,19
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),F,64,55,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),F,64,55,SPID,18
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),M, ,65,SPID,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),M,44,35,SPID,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),M,54,45,SPID,18
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),M,64,55,CIE,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 1 (solo EX ASL ROMA E),M,64,55,SPID,13
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F, ,65,CNS,3
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F, ,65,SPID,38
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,34,25,CIE,5
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,34,25,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,34,25,SPID,174
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,44,35,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,44,35,CNS,12
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,44,35,SPID,383
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,54,45,CIE,20
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,54,45,CNS,24
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,54,45,SPID,417
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,64,55,CIE,15
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,64,55,CNS,26
LAZIO,AZIENDA SANITARIA LOCALE RIETI,F,64,55,SPID,346
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M, ,65,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M, ,65,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M, ,65,SPID,33
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,24,18,SPID,2
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,34,25,CIE,2
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,34,25,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,34,25,SPID,84
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,44,35,CIE,5
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,44,35,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,44,35,SPID,157
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,54,45,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,54,45,CNS,7
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,54,45,SPID,125
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,64,55,CIE,7
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,64,55,CNS,11
LAZIO,AZIENDA SANITARIA LOCALE RIETI,M,64,55,SPID,138
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F, ,65,SPID,43
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,34,25,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,34,25,SPID,174
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,44,35,CIE,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,44,35,CNS,5
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,44,35,SPID,294
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,54,45,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,54,45,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,54,45,SPID,319
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,64,55,CIE,14
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,64,55,CNS,12
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,F,64,55,SPID,268
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M, ,65,SPID,36
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,34,25,SPID,75
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,44,35,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,44,35,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,44,35,SPID,108
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,54,45,CIE,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,54,45,SPID,131
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,64,55,CIE,8
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,64,55,CNS,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 4,M,64,55,SPID,122
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F, ,65,CIE,4
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F, ,65,SPID,103
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,24,18,SPID,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,34,25,CIE,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,34,25,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,34,25,SPID,318
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,44,35,CIE,16
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,44,35,CNS,3
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,44,35,SPID,573
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,54,45,CIE,21
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,54,45,CNS,6
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,54,45,SPID,768
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,64,55,CIE,36
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,64,55,CNS,8
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,F,64,55,SPID,851
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M, ,65,CIE,7
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M, ,65,CNS,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M, ,65,SPID,70
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,34,25,CIE,2
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,34,25,SPID,154
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,44,35,CIE,9
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,44,35,SPID,259
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,54,45,CIE,11
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,54,45,SPID,239
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,64,55,CIE,18
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,64,55,CNS,8
LAZIO,AZIENDA SANITARIA LOCALE ROMA 6,M,64,55,SPID,333
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,F, ,65,SPID,2
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,F,34,25,SPID,2
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,F,54,45,SPID,7
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,F,64,55,CIE,4
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,F,64,55,SPID,7
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,M, ,65,CIE,2
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,M, ,65,SPID,3
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,M,44,35,SPID,3
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,M,54,45,SPID,5
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,M,64,55,CNS,2
LAZIO,C.N.E.L.- CONSIGLIO NAZIONALE DELL'ECONOMIA E DEL LAVORO,M,64,55,SPID,27
LAZIO,CONSIGLIO DI STATO E T.A.R.,F, ,65,SPID,14
LAZIO,CONSIGLIO DI STATO E T.A.R.,F,34,25,SPID,49
LAZIO,CONSIGLIO DI STATO E T.A.R.,F,44,35,SPID,26
LAZIO,CONSIGLIO DI STATO E T.A.R.,F,54,45,CIE,3
LAZIO,CONSIGLIO DI STATO E T.A.R.,F,54,45,SPID,51
LAZIO,CONSIGLIO DI STATO E T.A.R.,F,64,55,CIE,11
